user_id,message
11LJ,My son just isn't engaged enough with your app. He shows interest for 10 minutes and then stops playing.
79TI,Not challenging enough for her grade level. Not challenging enough again
36BN,The subscription price is too high.
83VB,We do not need anymore. We enjoyed it while we had it. My daughter loved practicing addition and subtraction.
93IB,Graphics annoying. Sounds too. 50 character minimum even more so.
94KV,"Graphics are too busy for my son; numbers are small, images are inconsistent."
51FY,It's good.  I just don't want to pay for subscription. 
29BU,My child no longer uses Splash Math.
31BC,I will use another iPad and account to buy this apps.
55VT,I need to cancel it due to I may change to another account.
43VV,No good enough no good enough no good enough no good enough 
87RO,Too expensive for me. Thanks anyway. We cant afford it. 
85ID,Not free\nJhhfdsfghjjgyjbyjgfgyrhkigrwwgkptgkbfhdfmkutljfhbghfdxgg
88VY,The xoatnia too high for such a low interactive app. 
92VG,Cost too much for an app. We did like it though. I wish we could keep it. 
59WC,I can't afford any paid products right now.
95FB,My child no longer uses Splash Math.
64IT,My child doesn't want to do it so often and he never been so interested and into it . 
96IY,This did not work with my childs learning style and the customer service is junk. 
37LW,I did not realize this cost so much. He doesn't really use it at all and I thought it would be a fun alternative to regular homework but not at this price
65IA,The subscription price is too high.
72NC,"This program is good for kids to learn before school and gain more confident in mathematics. However it is so expensive which some parents can not afford it to their kids like me if I keep it for doing it I would be in financial troubles soon. Therefore, I would like to quit off as above resonance."
87XG,My child no longer uses Splash Math.
57UM,11-11--111111111111111111111111111111111111111111111111111111111121111111111
65YH,Testing for my studente tttttttttttttttfttttttttttttttttttttttttttttttttttt
70RP,Too expensive so cant aftord it xxxxxxxxxxxxxxxxdddddddd
14ZX,Some of the practice questions such as recognizing the coins do not apply well to where we live. Our coins look a bit different to what it has in the practice. It is hard to tell if a single coin is nickel or dime just by itself when we don’t see this type of coin here.
20LA,My daughter's schoolwork has increased and this additional practice is not necessary
48EX,"My child enjoys the program, but it's too expensive for what we are getting out of it.\n"
39HO,"We don't need the K-5 version, we only need K-2 so we will be getting that instead since the cost it quite a difference.\n"
71HY,My child no longer uses Splash Math.
44WW,"The app was helpful. However, my has lost interest and moved on to another math tool."
37TM,My daughter likes another program better. This program was nor bad but not as fun as the other learning game. 
44ED,Child does not want to use it and easily gets distracted. She would rather answer exercises from workbooks and drill sheets
99PM,We are not using this app the way I thought we would.\n\n\n\n
25WU,This is not the first time I have tried to cancel this is obnoxious 
17MH,Not worth the money thought it was more than what it was
86WD,Cancel please. Do not use. Do not like. Do not want.
69UK,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
78JM,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
10RZ,The subscription price is too high.
68EC,The program was not tailored to a New Zealand academic curriculum 
50UP,Too expensive for our family budget. Thanks anyway. 
56VN,Sssssssssssssssssssssssssssssssssssssssssssssssssssss
34GG,Ftgyhujikolpzxcvbnmhggfdsweffhjkkgcxdsbhfdgjkgcxxbhvch
67AS,Not using my son does not find interest in this app going to try somethubg else 
37NU,Never use. We never use this so we woukdnloke to cancel. 
69KN,Multiplication finished. Do not need any more. Too expensive for a month \n
85NB,Hope you send the last notice. We don't need it any more. 
49UI,It is too expensive. There are cheaper better apps available. 
41XJ,Did you receive my cancellation notice? How can I check it?
78SX,My child no longer uses Splash Math.
57IP,I downloaded the free trial on the wrong device. Because of that she does not have constant access. \n
48ZZ,"Madness djdmdd Jensen djdmdd djdmdd,s disks d don't dos s did d sue s d"
43EC,My kid is not interested at this time\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
62ZZ,Need to work as per the child's requirements and should enjoy .
22JZ,We need to update the app as per the children's needs and requirement
91BW,Need some more options that can be updated so we can use it for the needs of the children\n
17NW,Need to be updated as per the children's requirements 
93AX,Kid is not interested and we don't have time. She does better with hands on learning in math. 
89IE, I couldn’t seem to get metric measurements only imperial. I will consider subscribing again at a later date.\n
54DO,We prefer a different math app. As a parent i felt that there were too many games. The measurement unit did not cover a variety of lessons
40ZB,I Found a different math app. My child did not prefer using this app as much as the one she uses at school. 
87HB,I have no input. I think its silly that you are requiring me to put in 50 characters to cancel this subscription. Seriously makes me not want use another app from your company.
83LL,Mistake sorry................................ cant veliebe inhave tkfkekcjeiejfkekckekdkf
43IA,My child hates the app.
35KD,The subscription price is too high.
52GE,I am looking for a solution which teaches too.
82RY,Because my daughter is not using the app anymore and I think it’s no point of haven’t it if she’s not using it.
72HE,Not want it.   That's it don't want it thanks.   Again don't want it why the 50 character minimum 
41VM,I do not need it anymore for zeba. She does math at school and other books
21MZ,She doesjcjfdgjffj jfffjfjffjdsm ffffjsjsdjf. Djddkdggk 
57CT,He is not playing it anymore. Please cancel.  This required message to cancel is ridiculous. Just cancel.
74YZ,"Hi, please cancel our subscription as of tomorrow 12th May 2017. My child has not been using the app frequently. Will subscribe again next time when the need arises. Thank you."
49PS,Too expensive. Really??  You require a minimum number of characters to cancel. Thisisthe worst thing ive ever heard of.  Clearly you are only interested in making money and helping children learn has no impact to your thiught process. Horrible. 
71HR,This ap is Not right for level of the kids it is too easy. Also it is not user friendly.\n
24CH,The program is fine.  We just need to budget our funds differently.
51GE,"Splash math is perfect, just out of my price range at the moment "
68WZ,Jkkkkkjjjkkkkkjsjsjejsjejejejejejejejejejejejejejejejeieiejeje
45JS,Don’t use often enough jkkkkkkkkkkkkkk kkdjejdjdjdjdjdjdjdjdjrjri
71LP,Aaaaaaajsjahshshshshshshshshshshshshshshshshshshshshshshshs
62KQ,Adghklluyddgjkitdfhkiyrsfjkiyffhjiyrdghku\nDghjk\nGhjkk\nFhjkk\nFgjj\nGhjj\nBhakti\nGhjj\nGhj\nGhhl\nTry\nFog\nTry\nGhjj\n\n
59QZ,N/a this app cost to much for what you get this should be a one time purchase for 10 dollars 
44FK, This app cost too much and should only be $10 one time purchase not be recurring fee
99YR,Expensive.                                              Sssssssssssssssssssssssssssssssssssssssssssssssssssssss
89OC,App is not required anymore thanks nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn\n
12AM," sfbahjfbhjsdf ladgnakfgnjkafdgn asdjkgnafgjkn asdngkjasfgnas,jfv kms fmsdfnsv savior sdlf side as doc. Acedocknedfounaeriughaefjkvn edfasdljvneldj asdffnkefjvnasklcmaslk vodkas fmfmc fjfkdswfkmedif erkfmerifomerofim erkfmerifomerofim edafnoeidfneariof Lakers komfaelkdmfklaedmfklaed vlkdv diorama. Earfmledkfmaeriomfaeriofmaelrkv veafvoimearvoijdfkj. Drag.   Ervjnseornvaerkvm earner jones,jfv.  Aerfnerikf.  Edofmeoifamfiofaerv erf earlfinearifonaef lava effervescent jk. Dover in nefoiavna Erik void efklvnaeirlvn feionverlinvaelfjv. Oifevnojerv e efklvnaeirlvn ef Vern"
49DQ,"Chins fifth fifth didn't didn't end date ska for dis sks did dis, Koke duck. Did,s slid disks sks d didn't dkdjdns dkdjdns Chins fifth fifth didn't didn't end date ska for dis sks did dis, Koke duck. Did,s slid disks sks d didn't dkdjdns dkdjdns Chins fifth fifth didn't didn't end date ska for dis sks did dis, Koke duck. Did,s slid disks sks d didn't dkdjdns dkdjdns "
45FT,Really do love this app and so does my daughter. Wouldn't change anything at all. It's just a case of money at the moment.
89YI,I don’t want to spend fifty dollars on an app.  There other free apps that do the same thing.\n\n
27RO,Kids' don't like the app response when they make a mistake. A little too negative.
53GY,My child no longer uses Splash Math.
68YR,He was not using it. It didn't make sense to keep paying for it
69FT,Not useful did not subscribe to pay for this app she does not use
31YA, no longer want receives free math app from school\n
60ZK,Daughter was too young
81UI,My child no longer uses Splash Math.
76OW,Too expensive djdjdjdjchch jdjdjdjcj jdjdjdj jdjdjdjcjjd jdjcjcjcj jdjdjdj jdjdjdj jdjdjdj jdjcjccj
44CG,too expensive and my child doesn’t like it so we don’t need it
34NA,"Ok app, just don’t need it.  My kids seemed to like it at first, then the novelty wore off.\n\n"
99XQ,I do not need to use splash math at this time. I only downloaded it to use for a school project. 
45NL,We have enjoyed using this app but now that we are back in school we don't use it anymore!  Thanks for all the help!! 
21KN,My kid is still young. I will come back again when he is 4 years old.
95BY,Too much needs to have more options like letters and other educational things for kids\n
27CA,I can't afford any paid products right now.
21WP,"This app is not as useful as other online worksheets and programs. Also, it does not allow the child to correct their mistakes when they get an incorrect answer, instead the correct answer is given and the child is allowed to move on. "
56YC,"Was not helpful. There are better tools online to assist with learning similiar material. This app allows child to move on after tetting an incorrect answer, instead of allowing them to correct their mistake and understand how to do the problem properly."
