id,Tag,message
37UH,Ignore,I joined the school splashmaths subscription so I will not be needing this anymore. This is the reason why I am canceling my subscription. I will still be using the app but through my son’s school because his teacher requested we join the classroom activity. This is the reason I am canceling. Thank you.\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
18EK,Ignore,Changed mind \nChanged Changed Changed Changed Changed Changed ged Changed Changed Changed Changed ged Changed Changed Changed Changed
13RE,Ignore,Not suitable enough for my daughter this app. Will try after some days
52AK,Issues,No me combence. El estilo de los ejercicios. Gracias
70MX,No Engagement,My daughter has not been using the app and we’ve started to limited electronic devices.
78TS,No Engagement,My daughter doesnt play it enough.  We have limited her use of electronic devices.
75MH,Ignore,Cancel my subcription i dont want to try is too much
88TH,Budget Sensitive,Dont forget i dont want this game to much money thank u i cancel thanks y
62XY,Budget Sensitive,it is to expensive and not to much content  thanks  thanks  thanks thanks thanks thanks
97WU,Content,We don’t have enough time to play the games and the child dosen’t like the games after several times playing
67KV,Time,We do not have enough time for the child to play the games
59XX,School Free App,Decide on another program from his school. Program had more of what we were looking for for his math grade.
33TX,No Engagement,Changed my mind.            Changed my mind changed my mind
63BU,Ignore,The yyyyyyyyyy yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
99CL,No Engagement,Child not using the app so no point keeping it and annoying having to get to fifty characters here as well btw
11ED,Ignore,Jhvjhvjhvjhvjhvjhvjhvjhvjhvj.     Hgugugugugughvhvjhvjhvjhvughguguh
11IU,Budget Sensitive,I cancel my subcripcion cus is to hight i can pay for that thanks you
75YS,Budget Sensitive,high cost I really cannot afford The application although it is good
60QQ,Budget Sensitive,i cannot afford the app i like it thought just to much money
16VN,Budget Sensitive,When i seen it on tv i didnt know u had to pay pretty sure  it said down load app.. so it isnt a bill i want to pay just for math problem yea right
81RK,Budget Sensitive,It is good...the price is just a bit out of my budget at the moment
14ZZ,Budget Sensitive,I intended to use the trial and was unexpectedly charged for a 2month subscription
33CM,Ignore,Nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnmmmmmnnnnnnnnnnnmjkmnnjknnjkmnkmmmkmnnjn
52UM,Budget Sensitive,Too much money.                            $$$$$$$$$$$$$$$$$$$$$$$$$$$$
94QP,No Engagement,We do not use the app.  That is the only reason we are canceling.
80KU,No Engagement,"My son did not like it. Furthermore, I shouldn’t have to give a mandatory 50 character explanation as to why I want to cancel the subscription!"
94LP,No Engagement,"Would like to cancel my subscription, did not like game"
17TR,Ignore,This is my third time trying to cancel!  It should not be so difficult
81IE,Ignore,No need nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
97MT,Ignore,Was charged for this app on my credit  card and want it discontinued.
44FH,Plan Issues,"I just don’t want to pay a monthly subscription - the app is terrific, though!"
12DM,School Free App,There are other free math apps we can use through my daughter’s school.
79JQ,No Engagement,"Not what we need, I’m looking for just a math facts app."
79JS,Budget Sensitive,"It’s not worth, I don’t want to spend money, it not worth\n"
52NN,Ignore,My kids have. It been using the app and I have still been paying for it
72VC,Ignore,Idkhswishe shusjavdvdjshsvevshsshsshsbshsjvsvdhshshdhdhshsssvgshshshsgsgshshshshshhss
62EH,Ignore,Ma daughter did it accidentally i was just looking for trial
81OC,No Engagement,Son Not interested in playing with program at this time.\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
21HW,Budget Sensitive,Too expensive for my liking. So sorry. I thought the material was very good and relevant for my child though.
11LR,Ignore,"This purchase was unauthorized. Not sure how he was able to purchase the app, but the card connected to the apple account set up for payment has insufficient funds. This charge will end up being declined anyways"
87YL,Content,Too easy for the child to learn onvvvvvvvvvvvvvvvvvbbbbbbbbbbbbbbbh
77BE,No Engagement,"Since we started free trial have not used much, my son also needs less screen time"
78SN,Budget Sensitive,"I can’t afford it right now. I like it though, I will just have to get the subscription later. Thanks for letting me try it!"
26CA,No Engagement,Not using it enough to warrant the price. We will revisit when she starts to struggle again.
93KZ,Short Term,I do not want anymore and why do I have to explain w 50 characters. I just simple want to cancel
50BO,Budget Sensitive,Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive
56AB,Budget Sensitive,Thank you for the trial period but too much more hey for us.\n
66ZJ,Budget Sensitive,Thank you for the trial period but too much money for us
89ZQ,Ignore,Sssssssssdssskdkjdjdjjdjdjxjjsjsjkskskksksjsjsjskskkskskjsjskkskskkskkskdjjsjdjjdjdkkxkdkkx
50LT,Ignore,This is very difficult to cancel and a minimum number of characters is dumb
42FO,Issues,I was hoping there would be some teaching about multiplication.
98TT,No Engagement,My daughter is unfortunately uninterested In this game\n
90GG,School Free App,Too advanced and teacher gave access to school program
17JV,Ignore,Not suitable for my child................................................................................
17WQ,Budget Sensitive,Anajahssnsnajanbdbd ddndjdjsnsnns sjenesn\nToo expensive\n
21IQ,Budget Sensitive,Too much yearly i can not afford the yearly subscription amount.
53SN,Issues,Doesn’t reward for points earned. Iiiiiiiiiiiiii iii. I.   I.  I iii. I. He. Bob vf. J. J. H;    Go njmb. Hhvc. Hymn. For. He. Man kk. Fab mkhb h= \n
58LU,No Engagement,We have not been using the app.===============================================================================
22BH,No Engagement,Dont use it dont use it dont use it minimum word count here is unnecessary
46SQ,Ignore,We got an account at school! We love the app though.
22CY,Content,"Only English version is available. We would like to have it in Spanish or German\nUukjjhgghjmmhtm,.ölblknlö\nIch lijhbvffgjkllöö\nKBtdhtxhkgchlbjnlknökhV"
94AV,Ignore,Signing up with school provided account. I have nothing else fo comment.
77OR,Budget Sensitive,Cost was too high for the app i found other apps free that offered the same math application for my child
27GB,Budget Sensitive,My son said the program really didnt help him any and i believe that the price for the subscription was entirely too expensive for me!
20RE,Budget Sensitive,Please cancel subscription.  Too expensive. Thank you for one week access.
47YQ,Ignore,"...""............................................................................ ...""............................................................................ ...""............................................................................ ...""............................................................................"
80PL,Budget Sensitive,Not useful and too expensive for what it is. Blah. Blah blah blah blah blah. Unsubscribe me damnit. I better not get charged for this crap.
32OR,Budget Sensitive,This is not in my budget at this time. Need to cancel thank you.
34YQ,Budget Sensitive,It’s good but my son got bird quickly and it’s too expensive to keep it. If it was cheaper maybe I would have it longer.
91GO,Budget Sensitive,To expensive fot the type of game not a good game for a kid to play independently i want my money back
50XG,Budget Sensitive,Don’t feel its worth paying for.  Too many other options available
82ML,Ignore,I was testing for a friend of mine. Will  Recommend it to her.
20ID,Plan Issues,Don't want an annual subscription at this time. Monthly would be better.
88GT,No Engagement,My Daughter didnt enjoy it. There was other apps that she enjoyed more
42FZ,No Engagement,Will come back next month. Haven't been using app lately
76QJ,No Need,Just don’t use it. The student I tutor does not need this application anymore.\n
19KM,Budget Sensitive,"I don't want to keep paying money for this, alright?????"
64QJ,Time,Didn't have enough time to work on splash mathematics \n\n
59YE,No Engagement,Not what i expected it to be. My son won’t be using the app and i prefer not to have it
28PM,No Engagement,Will not use it anymore. My daughter is not interested it. It looks like a trash app.\n
66QL,Ignore,We Will subscribe later after Holiday season. This is very good app and my son like it. Thank you
22HW,No Engagement,"No la quiero, no la quiero, no la quiero, no la quiero, no la quiero, no la quiero, no la quiero, no la quiero, i do not want"
52DP,No Engagement,My son doesn’t want to play. Not worth the fight for the money\n
74KJ,School Free App,We got a login from school. Its a very similar online matt app. The subcription is expensive since he has one already.
57AO,Budget Sensitive,I dont have the money. I thought i would but i dont
17ZQ,Issues,Does not work good on my phone it freezes up to much
16WS,Issues,Did not like the characters and flow of the lessons. Other math apps offers more variety.
40JC,No Engagement,Did not use splash math. Need to cancel splash math.
13OE,Plan Issues,Decided that we didn't want to pay for a subscription.
26RW,Budget Sensitive,subscription price is the reason..................
93AT,Alternates,Benjamin just isn’t wanting to play anymore. He prefers to do other activities.
59QU,Content,we think it is a little easy. We want something difficult
32EZ,Budget Sensitive,Wiuld like it to be free but my child liked it a lot
54MI,Ignore,Done with trial. May buy at a leter date. Thank you for thr free trial my littl boy ennoyed practicing math.
27EC,Ignore,Too expensive. I was just using it for a project for school. I would use this in the future as a math teacher.
26NN,Budget Sensitive,Price too high. Too much to afford every year. £10 is
67LT,Ignore,no need anymore please cancel my subscription.  please oh please
56PO,Ignore,AaaaaaaaaaaaaaaaaaaaaaqaaAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaq
24UY,No Engagement,"Kids don’t use it please cancel subscription "".....................\n\n\n"
